name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,20000,2528910,1497828,39.69,176158,4.67,39.91,293996,4.64
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,25000,2809806,1665470,44.13,167642,4.44,44.35,280896,4.43
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,30000,3214609,1905521,50.49,240051,6.36,50.74,404803,6.39
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,35000,3504790,2078263,55.07,172742,4.58,55.32,290181,4.58
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,40000,3746304,2222259,58.88,143996,3.82,59.13,241514,3.81
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,45000,3921526,2326638,61.65,104379,2.77,61.89,175222,2.77
Borno,NG-BO,27671186B753479316714,NGA,ADM1,education,DISTANCE,50000,4122259,2445911,64.81,119273,3.16,65.06,200733,3.17
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,5000,490048,299365,6.89,299365,6.89,6.96,490048,6.96
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,10000,578187,353323,8.13,53958,1.24,8.21,88139,1.25
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,15000,685390,418981,9.65,65658,1.51,9.74,107203,1.52
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,20000,853615,522447,12.03,103466,2.38,12.13,168225,2.39
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,25000,1068050,654464,15.07,132017,3.04,15.17,214435,3.05
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,30000,1360933,834806,19.22,180342,4.15,19.33,292883,4.16
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,35000,1748948,1074415,24.74,239609,5.52,24.85,388015,5.51
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,40000,2184428,1342776,30.91,268361,6.18,31.03,435480,6.19
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,45000,2647120,1628367,37.49,285591,6.58,37.6,462692,6.57
Bauchi,NG-BA,27671186B7584771598694,NGA,ADM1,education,DISTANCE,50000,3098991,1907750,43.92,279383,6.43,44.02,451871,6.42
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,5000,1840199,859541,36.99,859541,36.99,39.5,1840199,39.5
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,10000,2640210,1242748,53.48,383207,16.49,56.67,800011,17.17
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,15000,3175726,1507469,64.87,264721,11.39,68.17,535516,11.5
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,20000,3449577,1649934,71.0,142465,6.13,74.05,273851,5.88
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,25000,3893709,1885171,81.13,235237,10.12,83.58,444132,9.53
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,30000,4074594,1984092,85.39,98921,4.26,87.46,180885,3.88
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,35000,4142292,2022554,87.04,38462,1.66,88.92,67698,1.45
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,40000,4276270,2101166,90.42,78612,3.38,91.79,133978,2.88
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,45000,4364729,2152891,92.65,51725,2.23,93.69,88459,1.9
Abuja Federal Capital Territory,NG-FC,27671186B76269877687363,NGA,ADM1,education,DISTANCE,50000,4391266,2168272,93.31,15381,0.66,94.26,26537,0.57
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,5000,1134808,569789,19.67,569789,19.67,19.68,1134808,19.68
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,10000,2935139,1473892,50.88,904103,31.21,50.9,1800331,31.22
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,15000,4394970,2202247,76.02,728355,25.14,76.21,1459831,25.31
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,20000,4869899,2437742,84.15,235495,8.13,84.45,474929,8.24
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,25000,5007346,2506401,86.52,68659,2.37,86.83,137447,2.38
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,30000,5116704,2561174,88.41,54773,1.89,88.73,109358,1.9
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,35000,5341799,2677444,92.42,116270,4.01,92.63,225095,3.9
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,40000,5440162,2728618,94.19,51174,1.77,94.34,98363,1.71
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,45000,5561124,2791063,96.34,62445,2.16,96.43,120962,2.1
Anambra,NG-AN,27671186B76680224160916,NGA,ADM1,education,DISTANCE,50000,5584659,2803217,96.76,12154,0.42,96.84,23535,0.41
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,5000,619992,365984,10.24,365984,10.24,10.46,619992,10.46
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,10000,944287,555430,15.55,189446,5.3,15.93,324295,5.47
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,15000,1426260,843494,23.61,288064,8.06,24.05,481973,8.13
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,20000,1677642,994029,27.82,150535,4.21,28.29,251382,4.24
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,25000,1848790,1097878,30.73,103849,2.91,31.18,171148,2.89
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,30000,1984395,1179990,33.03,82112,2.3,33.47,135605,2.29
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,35000,2130225,1268606,35.51,88616,2.48,35.93,145830,2.46
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,40000,2321808,1384610,38.76,116004,3.25,39.16,191583,3.23
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,45000,2515837,1502345,42.05,117735,3.3,42.43,194029,3.27
Niger,NG-NI,27671186B79778155682183,NGA,ADM1,education,DISTANCE,50000,2785098,1665453,46.62,163108,4.57,46.97,269261,4.54
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,5000,1433491,710302,24.41,710302,24.41,24.87,1433491,24.87
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,10000,3234218,1621641,55.72,911339,31.31,56.12,1800727,31.25
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,15000,4814191,2427283,83.4,805642,27.68,83.54,1579973,27.42
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,20000,5514372,2784742,95.68,357459,12.28,95.69,700181,12.15
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,25000,5686508,2872233,98.69,87491,3.01,98.67,172136,2.99
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,30000,5721809,2889827,99.29,17594,0.6,99.29,35301,0.61
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,35000,5750143,2903995,99.78,14168,0.49,99.78,28334,0.49
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,40000,5752831,2905360,99.83,1365,0.05,99.83,2688,0.05
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,45000,5754877,2906380,99.86,1020,0.04,99.86,2046,0.04
Imo,NG-IM,27671186B8148656125930,NGA,ADM1,education,DISTANCE,50000,5754948,2906416,99.86,36,0.0,99.86,71,0.0
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,5000,361534,183563,9.53,183563,9.53,9.94,361534,9.94
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,10000,535636,275183,14.28,91620,4.76,14.72,174102,4.79
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,15000,740316,384363,19.95,109180,5.67,20.35,204680,5.63
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,20000,1000429,523932,27.19,139569,7.24,27.5,260113,7.15
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,25000,1299139,683945,35.5,160013,8.3,35.71,298710,8.21
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,30000,1695249,895135,46.46,211190,10.96,46.6,396110,10.89
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,35000,2126475,1124782,58.38,229647,11.92,58.45,431226,11.85
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,40000,2519087,1332376,69.15,207594,10.77,69.24,392612,10.79
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,45000,2713301,1435681,74.51,103305,5.36,74.58,194214,5.34
Cross River,NG-CR,27671186B81745654473385,NGA,ADM1,education,DISTANCE,50000,2937415,1555888,80.75,120207,6.24,80.74,224114,6.16
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,5000,990645,486732,24.52,486732,24.52,25.02,990645,25.02
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,10000,1622921,803941,40.51,317209,15.98,40.99,632276,15.97
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,15000,2137252,1062858,53.55,258917,13.05,53.98,514331,12.99
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,20000,2652611,1322499,66.63,259641,13.08,66.99,515359,13.02
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,25000,3077106,1537104,77.45,214605,10.81,77.71,424495,10.72
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,30000,3519569,1761105,88.73,224001,11.29,88.89,442463,11.17
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,35000,3843683,1926092,97.04,164987,8.31,97.07,324114,8.19
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,40000,3907382,1958049,98.65,31957,1.61,98.68,63699,1.61
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,45000,3927886,1968461,99.18,10412,0.52,99.2,20504,0.52
Abia,NG-AB,27671186B83117616801018,NGA,ADM1,education,DISTANCE,50000,3931697,1970376,99.28,1915,0.1,99.3,3811,0.1
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,5000,72165,41125,2.2,41125,2.2,2.3,72165,2.3
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,10000,190133,108833,5.83,67708,3.63,6.05,117968,3.75
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,15000,237631,136285,7.3,27452,1.47,7.56,47498,1.51
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,20000,264787,152312,8.16,16027,0.86,8.42,27156,0.86
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,25000,357619,207059,11.1,54747,2.93,11.38,92832,2.95
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,30000,413012,239776,12.85,32717,1.75,13.14,55393,1.76
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,35000,504744,293709,15.74,53933,2.89,16.06,91732,2.92
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,40000,611301,356830,19.12,63121,3.38,19.45,106557,3.39
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,45000,656477,383533,20.56,26703,1.43,20.88,45176,1.44
Taraba,NG-TA,27671186B83252759475924,NGA,ADM1,education,DISTANCE,50000,756039,442636,23.72,59103,3.17,24.05,99562,3.17
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,5000,3220255,1587706,51.43,1587706,51.43,51.99,3220255,51.99
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,10000,4146057,2051927,66.47,464221,15.04,66.93,925802,14.95
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,15000,4807324,2382121,77.16,330194,10.7,77.61,661267,10.68
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,20000,5368170,2663652,86.28,281531,9.12,86.66,560846,9.05
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,25000,5572437,2766788,89.63,103136,3.34,89.96,204267,3.3
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,30000,5693398,2828881,91.64,62093,2.01,91.91,120961,1.95
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,35000,5773984,2869986,92.97,41105,1.33,93.21,80586,1.3
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,40000,5889663,2929708,94.9,59722,1.93,95.08,115679,1.87
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,45000,5976609,2974466,96.35,44758,1.45,96.49,86946,1.4
Ogun,NG-OG,27671186B83907961412659,NGA,ADM1,education,DISTANCE,50000,6012713,2993115,96.96,18649,0.6,97.07,36104,0.58
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,5000,566357,349791,17.56,349791,17.56,17.55,566357,17.55
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,10000,993524,609017,30.57,259226,13.01,30.79,427167,13.24
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,15000,1227440,754791,37.88,145774,7.32,38.04,233916,7.25
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,20000,1389186,854774,42.9,99983,5.02,43.05,161746,5.01
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,25000,1513919,931874,46.77,77100,3.87,46.92,124733,3.87
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,30000,1676779,1032375,51.82,100501,5.04,51.96,162860,5.05
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,35000,1820715,1121807,56.3,89432,4.49,56.42,143936,4.46
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,40000,1947787,1200521,60.26,78714,3.95,60.36,127072,3.94
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,45000,2038175,1256443,63.06,55922,2.81,63.16,90388,2.8
Gombe,NG-GO,27671186B90305463766462,NGA,ADM1,education,DISTANCE,50000,2230687,1376055,69.07,119612,6.0,69.13,192512,5.97
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,5000,331328,184657,10.18,184657,10.18,10.2,331328,10.2
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,10000,648333,362988,20.01,178331,9.83,19.96,317005,9.76
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,15000,1005667,565214,31.16,202226,11.15,30.95,357334,11.0
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,20000,1465599,824838,45.47,259624,14.31,45.11,459932,14.16
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,25000,2012041,1131838,62.4,307000,16.93,61.93,546442,16.82
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,30000,2468706,1386301,76.43,254463,14.03,75.99,456665,14.06
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,35000,2933535,1639039,90.36,252738,13.93,90.29,464829,14.31
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,40000,3050025,1703474,93.92,64435,3.55,93.88,116490,3.59
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,45000,3160011,1765040,97.31,61566,3.39,97.27,109986,3.39
Ebonyi,NG-EB,27671186B90886723034258,NGA,ADM1,education,DISTANCE,50000,3195433,1784514,98.38,19474,1.07,98.36,35422,1.09
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,5000,1111640,546759,23.85,546759,23.85,24.31,1111640,24.31
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,10000,1866355,935148,40.79,388389,16.94,40.82,754715,16.51
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,15000,2324673,1170081,51.04,234933,10.25,50.85,458318,10.02
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,20000,2648544,1332006,58.1,161925,7.06,57.93,323871,7.08
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,25000,3097718,1556823,67.91,224817,9.81,67.76,449174,9.82
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,30000,3537421,1776197,77.48,219374,9.57,77.37,439703,9.62
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,35000,3893928,1951819,85.14,175622,7.66,85.17,356507,7.8
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,40000,4201051,2105298,91.83,153479,6.69,91.89,307123,6.72
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,45000,4415185,2212051,96.49,106753,4.66,96.57,214134,4.68
Enugu,NG-EN,27671186B90910891533368,NGA,ADM1,education,DISTANCE,50000,4478753,2244682,97.91,32631,1.42,97.96,63568,1.39
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,5000,296986,148394,8.09,148394,8.09,8.45,296986,8.45
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,10000,638861,317990,17.33,169596,9.24,18.17,341875,9.72
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,15000,847118,424317,23.13,106327,5.8,24.09,208257,5.92
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,20000,1138023,577492,31.48,153175,8.35,32.37,290905,8.27
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,25000,1516726,776162,42.31,198670,10.83,43.14,378703,10.77
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,30000,1931726,994094,54.19,217932,11.88,54.94,415000,11.8
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,35000,2323065,1200628,65.45,206534,11.26,66.07,391339,11.13
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,40000,2614649,1352549,73.73,151921,8.28,74.37,291584,8.29
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,45000,2970676,1541522,84.03,188973,10.3,84.49,356027,10.13
Ekiti,NG-EK,27671186B91150779192485,NGA,ADM1,education,DISTANCE,50000,3260940,1697192,92.52,155670,8.49,92.75,290264,8.26
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,5000,3229533,1589489,40.61,1589489,40.61,41.62,3229533,41.62
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,10000,4469210,2221051,56.75,631562,16.14,57.6,1239677,15.98
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,15000,5315472,2658341,67.93,437290,11.17,68.5,846262,10.91
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,20000,5754133,2885392,73.73,227051,5.8,74.16,438661,5.65
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,25000,6014469,3019583,77.16,134191,3.43,77.51,260336,3.36
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,30000,6260966,3146769,80.41,127186,3.25,80.69,246497,3.18
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,35000,6463742,3252497,83.11,105728,2.7,83.3,202776,2.61
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,40000,6528443,3286030,83.96,33533,0.86,84.14,64701,0.83
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,45000,6594300,3320372,84.84,34342,0.88,84.99,65857,0.85
Rivers,NG-RI,27671186B95832466049157,NGA,ADM1,education,DISTANCE,50000,6639222,3343922,85.44,23550,0.6,85.57,44922,0.58
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,5000,266784,158786,5.96,158786,5.96,5.91,266784,5.91
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,10000,531078,316734,11.88,157948,5.92,11.77,264294,5.86
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,15000,1048567,624266,23.42,307532,11.54,23.24,517489,11.47
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,20000,1474317,874563,32.81,250297,9.39,32.67,425750,9.43
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,25000,1888409,1117933,41.93,243370,9.13,41.85,414092,9.18
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,30000,2188906,1294310,48.55,176377,6.62,48.51,300497,6.66
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,35000,2574099,1521712,57.08,227402,8.53,57.04,385193,8.54
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,40000,2951522,1744467,65.44,222755,8.36,65.41,377423,8.36
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,45000,3151184,1862273,69.86,117806,4.42,69.83,199662,4.42
Kogi,NG-KO,27671186B96047513549152,NGA,ADM1,education,DISTANCE,50000,3304427,1952821,73.25,90548,3.4,73.23,153243,3.4
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,5000,308954,182366,5.63,182366,5.63,5.77,308954,5.77
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,10000,1000577,593522,18.34,411156,12.7,18.7,691623,12.93
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,15000,1238836,736311,22.75,142789,4.41,23.16,238259,4.45
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,20000,1501564,894891,27.65,158580,4.9,28.07,262728,4.91
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,25000,1755385,1048136,32.38,153245,4.73,32.81,253821,4.74
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,30000,2040788,1221397,37.73,173261,5.35,38.14,285403,5.33
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,35000,2198963,1318194,40.72,96797,2.99,41.1,158175,2.96
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,40000,2440591,1465902,45.29,147708,4.56,45.62,241628,4.52
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,45000,2680689,1612916,49.83,147014,4.54,50.1,240098,4.49
Sokoto,NG-SO,27671186B99510750195830,NGA,ADM1,education,DISTANCE,50000,2882903,1737149,53.67,124233,3.84,53.88,202214,3.78
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,5000,458117,285724,5.58,285724,5.58,5.54,458117,5.54
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,10000,657159,408002,7.97,122278,2.39,7.94,199042,2.41
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,15000,774942,480311,9.38,72309,1.41,9.36,117783,1.42
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,20000,894362,553707,10.81,73396,1.43,10.81,119420,1.44
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,25000,1155247,714450,13.95,160743,3.14,13.96,260885,3.15
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,30000,1433287,886214,17.3,171764,3.35,17.32,278040,3.36
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,35000,1723389,1065779,20.81,179565,3.51,20.83,290102,3.51
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,40000,1946422,1203207,23.49,137428,2.68,23.52,223033,2.7
Katsina,NG-KT,27671186B99661334382691,NGA,ADM1,education,DISTANCE,45000,2335694,1443665,28.19,240458,4.7,28.23,389272,4.7
